ClienteID,Edad,Genero,Pais,Suscripcion_Meses,Plan,Horas_Semanales_Uso,Satisfaccion,Soporte_Contactos,Promocion_Usada,GastoMensual,Cancela
1322,52.0,Femenino,España,45,Estándar,18.7,5,1,No,25.67,0
1323,38.0,Femenino,México,36,Básico,15.8,2,1,No,6.8,0
1324,53.0,Masculino,Argentina,27,Estándar,14.5,2,4,Sí,21.9,0
1325,52.0,Femenino,Chile,25,Básico,-1.2,3,2,No,11.75,0
1326,50.0,Masculino,México,38,Básico,13.2,3,0,No,10.02,0
1327,39.0,Femenino,España,18,Estándar,11.0,4,3,No,23.49,0
1328,50.0,Masculino,España,48,Básico,10.5,3,3,No,13.68,1
1329,24.0,Femenino,Argentina,18,Premium,15.3,3,1,No,24.42,0
1330,36.0,Femenino,España,46,Premium,11.0,4,3,No,34.87,0
1331,34.0,Masculino,Perú,31,Básico,8.8,5,2,No,8.76,0
1332,26.0,Masculino,México,24,Básico,11.4,4,1,No,10.1,1
1333,30.0,Femenino,España,35,Básico,11.6,1,1,No,9.14,0
1334,34.0,Femenino,Perú,40,Estándar,10.0,1,2,Sí,22.79,0
1335,43.0,Masculino,España,38,Estándar,15.6,4,1,No,12.21,0
1336,20.0,Masculino,Perú,36,Estándar,5.1,5,4,No,20.63,0
1337,38.0,Masculino,México,55,Estándar,11.4,3,7,Sí,22.55,0
1338,28.0,Masculino,Argentina,41,Básico,4.5,3,1,No,10.27,0
1339,35.0,Masculino,Perú,30,Estándar,9.3,2,0,No,15.24,0
1340,47.0,Masculino,Argentina,14,Premium,15.8,2,1,No,33.5,0
1341,34.0,Masculino,Chile,36,Premium,16.9,4,3,No,28.84,0
1342,37.0,Masculino,México,40,Estándar,12.6,2,1,Sí,23.51,0
1343,43.0,Femenino,Argentina,32,Básico,5.7,3,1,No,7.77,0
1344,33.0,Femenino,Chile,45,Estándar,13.6,3,4,No,25.19,0
1345,43.0,Femenino,Chile,58,Estándar,10.3,3,4,No,18.24,0
1346,46.0,Femenino,España,58,Básico,11.9,3,4,No,11.7,0
1347,26.0,Femenino,España,41,Básico,11.6,3,2,Sí,9.97,1
1348,50.0,Masculino,México,19,Premium,10.5,3,0,No,28.05,0
1349,38.0,Masculino,Chile,52,Estándar,17.0,4,0,No,22.87,0
1350,19.0,Otro,Argentina,22,Premium,11.8,4,1,Sí,30.46,0
1351,41.0,Femenino,Perú,43,Estándar,11.6,4,3,No,13.84,0
1352,52.0,Femenino,Perú,19,Básico,7.5,,2,No,16.04,0
1353,43.0,Masculino,Perú,57,Estándar,16.0,3,2,No,23.17,0
1354,38.0,Femenino,España,43,Estándar,7.9,4,0,No,18.13,0
1355,22.0,Femenino,México,20,Estándar,5.8,4,3,Sí,19.93,0
1356,52.0,Masculino,España,40,Estándar,10.2,1,0,Sí,17.46,0
1357,56.0,Otro,Chile,32,Estándar,7.3,1,2,Sí,21.28,0
1358,18.0,Masculino,España,16,Premium,4.2,3,3,No,32.75,0
1359,41.0,Masculino,Argentina,16,Básico,7.3,3,0,Sí,11.35,1
1360,27.0,Femenino,Perú,43,Básico,7.5,3,1,No,11.47,0
1361,43.0,Masculino,México,33,Básico,3.9,4,3,No,13.35,0
1362,22.0,Femenino,México,49,Estándar,7.2,3,0,Sí,23.65,0
1363,40.0,Masculino,Perú,2,Básico,10.7,1,2,No,12.11,0
1364,28.0,Femenino,México,34,Estándar,13.5,3,2,Sí,21.8,0
1365,37.0,Femenino,México,38,Estándar,2.4,2,2,Sí,21.33,0
1366,35.0,Femenino,Perú,21,Básico,12.4,3,2,No,7.13,0
1367,43.0,Femenino,España,4,Premium,15.3,5,2,No,32.8,0
1368,26.0,Masculino,España,53,Estándar,15.1,4,1,Sí,26.79,0
1369,27.0,Masculino,Argentina,5,Premium,7.0,3,2,Sí,30.02,0
1370,29.0,Femenino,Chile,29,Estándar,12.5,5,0,No,22.28,0
1371,31.0,Masculino,Chile,36,Básico,14.1,3,2,No,10.82,0
1372,45.0,Masculino,España,38,Estándar,11.4,3,2,Sí,23.6,0
1373,34.0,Masculino,Argentina,41,Básico,12.4,4,1,Sí,11.13,0
1374,45.0,Masculino,Argentina,4,Estándar,13.7,5,1,Sí,23.2,0
1375,39.0,Masculino,Perú,31,Estándar,6.0,5,3,No,18.26,0
1376,31.0,Masculino,España,41,Estándar,9.2,3,1,No,20.34,0
1377,29.0,Femenino,Chile,29,Estándar,9.4,4,1,No,13.29,0
1378,44.0,Femenino,Chile,58,Estándar,5.4,3,3,No,27.67,0
1379,23.0,Masculino,Argentina,51,Premium,10.7,2,3,No,29.86,0
1380,29.0,,Argentina,34,Estándar,12.1,3,0,No,17.95,0
1381,30.0,Masculino,México,29,Básico,9.3,3,6,No,12.51,1
1382,39.0,Femenino,Chile,32,Premium,6.3,3,3,No,32.33,0
1383,52.0,Femenino,España,9,Básico,7.5,1,3,No,9.46,1
1384,27.0,Masculino,México,8,Estándar,15.0,2,3,No,13.56,0
1385,19.0,Masculino,Perú,7,Estándar,8.1,4,5,No,22.7,0
1386,38.0,Masculino,Argentina,26,Estándar,7.1,1,4,No,20.42,0
1387,43.0,Otro,Argentina,46,Básico,7.4,5,2,No,13.31,0
1388,36.0,Femenino,España,33,Estándar,8.8,4,0,No,17.7,0
1389,31.0,Femenino,España,48,Premium,11.3,2,0,No,36.01,0
1390,19.0,Femenino,Argentina,32,Premium,13.0,4,2,No,25.32,0
1391,26.0,Masculino,España,24,Estándar,7.0,4,1,Sí,18.41,0
1392,32.0,Femenino,España,13,Premium,10.7,3,1,No,27.83,0
1393,40.0,Masculino,Argentina,41,Premium,2.4,3,3,No,26.29,0
1394,47.0,Femenino,España,37,Básico,6.4,3,6,No,5.84,0
1395,42.0,Femenino,Perú,45,Premium,10.2,3,4,Sí,33.75,0
1396,28.0,Femenino,Argentina,22,Premium,15.3,3,3,No,31.36,0
1397,34.0,Femenino,Perú,34,Básico,9.5,4,2,Sí,8.79,1
1398,40.0,Masculino,Argentina,17,Estándar,12.6,3,3,No,21.16,0
1399,28.0,Masculino,España,19,Premium,16.7,4,3,Sí,33.03,0
1400,31.0,Femenino,Argentina,27,Básico,8.3,4,2,No,8.42,0
1401,35.0,Femenino,Chile,16,Estándar,14.8,3,0,Sí,20.74,0
1402,56.0,Otro,Argentina,7,Básico,15.1,2,4,No,11.83,0
1403,29.0,Femenino,Perú,24,Básico,8.4,2,1,Sí,4.78,0
1404,34.0,Femenino,Chile,37,Básico,8.2,2,2,No,9.4,1
1405,35.0,Masculino,Chile,41,Básico,10.8,2,0,No,6.81,0
1406,29.0,Femenino,Chile,14,Premium,9.4,2,1,No,26.59,0
1407,23.0,Otro,Perú,26,Estándar,16.6,3,1,No,20.93,0
1408,46.0,Masculino,España,14,Básico,8.9,2,4,No,9.54,1
1409,26.0,Masculino,Chile,27,Estándar,12.0,2,2,Sí,21.55,0
1410,42.0,Femenino,Chile,56,Estándar,9.4,3,1,Sí,15.59,0
1411,25.0,Femenino,España,14,Estándar,15.8,5,4,Sí,21.36,0
1412,37.0,Masculino,México,25,Básico,12.0,3,2,Sí,10.7,1
1413,20.0,Otro,España,14,Básico,10.6,,0,No,13.93,0
1414,36.0,Femenino,México,30,Estándar,16.1,3,1,Sí,21.13,0
1415,32.0,Femenino,Argentina,16,Estándar,6.9,5,2,Sí,13.08,0
1416,34.0,Masculino,Chile,59,Estándar,-0.3,3,2,No,15.61,0
1417,31.0,Masculino,Chile,12,Estándar,14.0,,2,Sí,13.49,0
1418,28.0,Masculino,Perú,7,Estándar,12.3,2,3,No,19.84,0
1419,31.0,Masculino,Argentina,3,Básico,9.5,4,0,No,9.92,0
1420,31.0,Masculino,México,27,Estándar,8.5,5,2,Sí,20.76,0
1421,53.0,Femenino,Argentina,54,Estándar,11.7,3,1,No,17.95,0
1422,25.0,Masculino,España,15,Estándar,10.0,3,2,No,17.97,0
1423,43.0,Femenino,Argentina,4,Estándar,16.9,4,1,No,23.33,0
1424,41.0,Femenino,España,28,Básico,16.9,4,1,No,9.88,0
1425,27.0,Masculino,Argentina,6,Premium,5.6,3,4,No,26.92,0
1426,50.0,Otro,Perú,48,Estándar,2.8,4,3,No,19.36,0
1427,31.0,Masculino,Argentina,53,Básico,8.3,3,1,No,7.25,0
1428,37.0,Femenino,Perú,58,Básico,14.5,3,0,No,11.63,0
1429,36.0,Femenino,México,40,Básico,7.1,3,1,No,11.33,1
1430,22.0,Femenino,México,35,Básico,10.0,4,1,Sí,15.72,0
1431,42.0,Masculino,México,21,Básico,6.7,4,3,No,10.68,0
1432,39.0,Femenino,Argentina,59,Estándar,4.7,3,2,No,20.39,0
1433,13.0,Femenino,España,28,Estándar,15.5,3,1,No,23.84,0
1434,20.0,,México,36,Básico,11.5,3,1,No,15.27,0
1435,41.0,Femenino,Chile,31,Estándar,12.6,5,1,No,18.11,0
1436,45.0,Masculino,Perú,29,Básico,11.5,5,1,Sí,8.07,1
1437,47.0,Masculino,Chile,35,Básico,9.3,3,7,Sí,12.39,1
1438,33.0,Femenino,España,21,Básico,9.1,5,1,Sí,9.12,1
1439,29.0,Masculino,México,24,Básico,17.0,1,3,No,7.72,0
1440,27.0,Masculino,Perú,8,Básico,4.4,3,4,No,13.16,0
1441,46.0,Femenino,Argentina,50,Estándar,11.7,5,4,No,22.22,0
1442,34.0,Masculino,Chile,52,Estándar,13.4,,6,No,21.57,0
1443,30.0,Femenino,Chile,39,Básico,6.0,4,1,Sí,14.17,1
1444,35.0,Masculino,Argentina,59,Estándar,15.7,2,4,No,19.95,0
1445,33.0,Femenino,Argentina,35,Básico,10.3,,2,No,9.84,0
1446,41.0,Femenino,México,4,Básico,11.9,4,6,Sí,11.02,1
1447,41.0,Femenino,Chile,16,Estándar,12.0,1,3,Sí,20.73,0
1448,26.0,Femenino,México,54,Estándar,9.0,5,3,No,15.39,0
1449,,Femenino,Chile,45,Estándar,10.4,1,3,No,15.22,0
1450,21.0,Femenino,Argentina,24,Premium,0.8,1,2,No,35.45,0
1451,41.0,Masculino,México,48,Básico,17.1,4,0,No,11.96,0
1452,34.0,Femenino,Argentina,5,Estándar,13.5,4,1,No,20.78,0
1453,45.0,Femenino,Argentina,34,Estándar,18.1,1,2,No,21.06,0
1454,39.0,Masculino,Chile,30,Premium,14.0,3,2,No,32.6,0
1455,31.0,Femenino,Perú,31,Básico,7.9,3,1,No,3.39,0
1456,24.0,Masculino,México,35,Básico,12.7,3,1,No,4.83,0
1457,42.0,Masculino,Argentina,49,Básico,18.6,,0,No,2.21,1
1458,49.0,Femenino,Argentina,9,Básico,14.4,1,0,No,11.75,1
1459,20.0,Masculino,Chile,3,Básico,13.5,4,1,Sí,8.7,1
1460,39.0,Femenino,España,4,Básico,8.7,4,2,No,7.15,0
1461,58.0,Femenino,España,20,Estándar,9.9,1,1,No,22.8,0
1462,24.0,Femenino,España,7,Básico,6.8,4,1,No,9.79,0
1463,31.0,Masculino,Argentina,29,Básico,11.5,3,2,Sí,9.71,1
1464,26.0,Masculino,Chile,54,Básico,6.1,1,2,No,17.66,0
1465,38.0,Masculino,Perú,1,Estándar,6.4,5,3,Sí,21.7,0
1466,30.0,Masculino,Argentina,31,Estándar,14.5,3,2,No,25.57,0
1467,43.0,Femenino,Chile,4,Básico,7.1,4,3,No,8.17,0
1468,49.0,Femenino,Argentina,52,Básico,8.8,3,3,No,8.45,1
1469,22.0,Femenino,España,13,Premium,8.4,5,0,No,34.85,0
1470,29.0,Masculino,Perú,25,Estándar,13.0,3,3,No,20.09,0
1471,32.0,Femenino,Perú,5,Básico,11.1,3,1,No,8.12,0
1472,49.0,Femenino,España,45,Estándar,7.7,2,2,Sí,20.62,0
1473,38.0,Otro,Chile,55,Básico,11.9,3,2,No,11.4,0
1474,41.0,Femenino,México,46,Estándar,9.6,3,0,No,18.43,0
1475,15.0,,Argentina,24,Estándar,8.3,3,1,No,21.14,0
1476,54.0,Femenino,Argentina,46,Estándar,12.3,4,4,No,18.4,0
1477,41.0,Masculino,Argentina,47,Básico,8.7,3,2,Sí,10.14,0
1478,36.0,Masculino,España,48,Estándar,7.9,5,1,Sí,25.77,0
1479,30.0,Masculino,Perú,52,Básico,6.1,4,1,No,8.77,0
1480,30.0,Masculino,México,20,Premium,10.4,3,1,Sí,29.65,0
1481,39.0,Femenino,Perú,49,Premium,6.6,4,0,Sí,23.17,0
1482,38.0,Masculino,Chile,50,Premium,3.1,3,0,No,23.57,0
1483,33.0,Masculino,España,7,Básico,5.3,4,2,No,10.79,1
1484,29.0,Masculino,Perú,3,Estándar,11.4,3,0,Sí,18.29,0
1485,39.0,Otro,Argentina,33,Básico,13.1,3,0,No,7.45,0
1486,33.0,Masculino,Perú,50,Básico,9.6,3,3,Sí,10.34,1
1487,25.0,Masculino,México,29,Básico,9.3,,3,No,4.5,0
1488,27.0,Masculino,Perú,55,Premium,8.0,,1,No,25.71,0
1489,38.0,Masculino,Perú,39,Estándar,11.5,4,1,No,21.73,0
1490,28.0,,Argentina,18,Premium,7.2,3,4,Sí,35.29,0
1491,24.0,Masculino,Argentina,53,Estándar,8.1,3,1,No,15.54,0
1492,29.0,Masculino,Chile,53,Premium,16.6,4,1,Sí,23.71,0
1493,42.0,Femenino,México,56,Básico,7.1,4,0,No,14.83,0
1494,55.0,Otro,Perú,25,Premium,7.3,3,5,No,31.4,0
1495,59.0,Masculino,Chile,21,Básico,6.1,4,0,No,7.7,0
1496,19.0,Masculino,Chile,15,Estándar,8.0,3,2,Sí,20.39,0
1497,56.0,Masculino,Argentina,12,Premium,2.9,3,0,No,33.05,0
1498,41.0,Masculino,Chile,58,Estándar,10.3,3,3,No,15.18,0
1499,30.0,Masculino,España,22,Básico,15.4,4,2,Sí,7.17,0
1500,28.0,Femenino,Chile,56,Básico,13.4,,4,No,9.6,0
1501,45.0,Masculino,Chile,1,Básico,9.9,3,1,Sí,5.93,0
1502,46.0,Otro,Argentina,9,Básico,4.1,2,3,Sí,6.52,1
1503,49.0,Femenino,Argentina,59,Básico,6.0,4,4,Sí,12.46,0
1504,26.0,Femenino,Chile,54,Básico,13.6,3,3,No,13.85,0
1505,25.0,Masculino,Argentina,14,Básico,7.8,3,1,No,13.29,0
1506,42.0,Masculino,España,21,Premium,13.8,3,0,No,20.82,0
1507,27.0,Masculino,Argentina,19,Premium,8.1,3,3,No,31.01,0
1508,27.0,Femenino,Chile,47,Estándar,10.8,2,1,No,20.97,0
1509,39.0,Masculino,España,9,Premium,12.6,3,1,No,30.81,0
1510,8.0,Otro,Chile,42,Básico,6.1,4,3,Sí,9.95,1
1511,24.0,Masculino,México,18,Premium,13.5,5,0,No,23.86,0
1512,51.0,Masculino,España,10,Premium,10.7,,3,No,29.5,0
1513,41.0,Femenino,México,33,Premium,8.8,4,0,No,26.37,0
1514,21.0,Masculino,Chile,28,Premium,20.6,4,1,No,30.56,0
1515,42.0,Femenino,Perú,36,Estándar,10.3,4,0,No,19.33,0
1516,32.0,Masculino,Argentina,56,Básico,9.6,1,2,No,12.44,0
1517,24.0,Otro,España,50,Estándar,7.4,3,1,Sí,25.85,0
1518,21.0,Masculino,Chile,18,Básico,12.1,4,0,No,12.27,0
1519,30.0,Masculino,Chile,9,Básico,11.1,3,5,No,5.51,1
1520,38.0,,Argentina,54,Estándar,12.7,3,2,No,17.57,0
1521,48.0,Femenino,Chile,43,Estándar,4.8,4,1,No,18.66,0
1522,32.0,Otro,Chile,20,Premium,9.6,4,0,Sí,33.37,0
1523,26.0,Femenino,Chile,3,Estándar,13.2,3,1,No,22.26,0
1524,35.0,Femenino,Argentina,56,Estándar,8.0,4,2,No,23.12,0
1525,26.0,Masculino,México,14,Básico,11.8,1,4,Sí,6.12,1
1526,37.0,Masculino,Perú,33,Básico,8.7,3,3,Sí,10.99,0
1527,28.0,Masculino,España,1,Estándar,13.9,4,3,Sí,20.05,0
1528,43.0,Femenino,España,28,Estándar,12.6,2,3,No,21.5,0
1529,34.0,Masculino,Perú,59,Estándar,10.6,2,5,Sí,23.49,0
1530,38.0,Masculino,Chile,7,Básico,13.3,2,3,Sí,8.78,0
1531,38.0,Femenino,Argentina,55,Premium,5.3,4,2,Sí,27.32,0
1532,41.0,Femenino,México,31,Estándar,7.9,4,1,No,14.55,0
1533,29.0,Masculino,México,18,Básico,7.7,5,2,No,7.78,0
1534,46.0,Femenino,Chile,5,Básico,15.4,3,1,No,9.94,0
1535,39.0,Masculino,Chile,18,Estándar,7.9,4,2,No,20.73,0
1536,53.0,Femenino,Argentina,55,Estándar,11.6,1,1,No,26.36,0
1537,29.0,Femenino,Chile,17,Estándar,11.3,4,4,Sí,28.91,0
1538,48.0,Masculino,Argentina,11,Estándar,8.6,2,1,No,18.41,0
1539,33.0,Masculino,México,31,Estándar,3.6,3,3,Sí,13.85,0
1540,33.0,Femenino,España,42,Básico,4.0,2,2,No,3.94,1
1541,11.0,Masculino,México,20,Estándar,9.8,4,2,No,20.65,0
1542,33.0,Femenino,Argentina,15,Básico,15.7,1,1,No,11.54,1
1543,45.0,Femenino,México,57,Estándar,10.0,2,1,No,9.44,0
1544,42.0,Masculino,Perú,41,Básico,14.6,4,1,Sí,10.19,0
1545,25.0,Femenino,España,42,Premium,11.5,3,3,No,33.72,0
1546,34.0,Masculino,España,55,Estándar,12.0,3,0,Sí,18.45,0
1547,40.0,Masculino,México,11,Premium,10.8,2,2,No,23.56,0
1548,28.0,Femenino,Perú,4,Estándar,7.8,3,0,No,19.38,0
1549,54.0,Femenino,Chile,50,Premium,7.9,4,2,Sí,30.66,0
1550,52.0,Masculino,Argentina,44,Premium,9.6,5,0,No,30.81,0
1551,45.0,Femenino,Argentina,42,Básico,12.9,3,1,No,6.62,0
1552,32.0,Masculino,México,42,Básico,15.2,3,2,No,9.3,1
1553,53.0,Masculino,Perú,19,Estándar,8.0,2,1,Sí,19.3,0
1554,60.0,Masculino,Argentina,35,Básico,8.8,2,2,No,6.1,0
1555,29.0,Masculino,México,26,Estándar,5.8,3,1,No,20.75,0
1556,49.0,Femenino,Chile,9,Básico,13.8,4,2,No,14.08,0
1557,17.0,Masculino,España,7,Básico,15.8,5,2,No,11.9,1
1558,37.0,Femenino,Perú,1,Básico,18.2,3,3,Sí,10.8,1
1559,41.0,Otro,Perú,7,Básico,8.2,2,1,No,13.05,1
1560,22.0,Femenino,México,51,Premium,9.0,3,1,No,35.44,0
1561,47.0,Femenino,España,14,Básico,12.1,1,2,No,6.55,1
1562,28.0,Masculino,Argentina,24,Premium,7.8,3,3,No,22.08,0
1563,27.0,Femenino,Argentina,29,Estándar,15.1,4,1,No,14.38,0
1564,31.0,Masculino,Argentina,27,Premium,8.2,4,5,Sí,28.12,0
1565,36.0,Masculino,Chile,2,Estándar,8.1,,3,Sí,20.28,0
1566,51.0,Masculino,Argentina,18,Premium,17.3,3,0,No,26.43,0
1567,44.0,Femenino,España,49,Premium,13.9,4,1,Sí,22.61,0
1568,26.0,Femenino,Argentina,36,Básico,14.9,3,1,Sí,11.45,1
1569,46.0,Femenino,Argentina,21,Estándar,9.7,3,3,No,18.13,0
1570,31.0,Masculino,Perú,41,Estándar,10.2,3,2,No,19.97,0
1571,26.0,Femenino,Argentina,30,Estándar,9.3,1,1,No,20.03,0
1572,28.0,Femenino,Perú,57,Premium,9.2,3,1,Sí,35.6,0
1573,32.0,Femenino,Argentina,48,Básico,10.8,3,2,Sí,7.86,1
1574,23.0,Femenino,España,8,Estándar,6.4,4,2,Sí,14.53,0
1575,24.0,Masculino,México,20,Básico,8.9,1,4,Sí,5.7,1
1576,26.0,Otro,España,34,Estándar,3.0,4,0,No,17.19,0
1577,34.0,,México,56,Premium,15.9,,3,No,33.33,0
1578,46.0,Femenino,Perú,18,Básico,7.3,5,3,No,11.46,0
1579,47.0,Femenino,Perú,35,Estándar,14.5,1,1,No,14.38,0
1580,44.0,Masculino,España,45,Estándar,10.2,3,2,No,18.86,0
1581,39.0,Masculino,México,14,Básico,7.3,3,1,No,6.76,1
1582,42.0,Masculino,España,50,Estándar,15.6,3,1,Sí,14.71,0
1583,59.0,Femenino,Argentina,38,Premium,9.2,3,1,No,25.44,0
1584,33.0,,España,20,Estándar,12.0,4,1,No,17.79,0
1585,37.0,Masculino,Perú,38,Estándar,9.6,1,1,No,24.08,0
1586,22.0,Masculino,México,46,Estándar,15.7,5,5,No,18.94,0
1587,38.0,Masculino,Perú,4,Estándar,14.3,4,2,No,21.24,0
1588,50.0,,Perú,38,Estándar,6.9,,2,Sí,12.05,0
1589,37.0,Masculino,México,39,Básico,5.1,2,2,No,7.64,0
1590,34.0,Femenino,Chile,10,Estándar,6.5,4,0,No,21.15,0
1591,47.0,Masculino,Chile,2,Premium,10.9,4,1,No,32.77,0
1592,31.0,Masculino,Argentina,10,Básico,7.5,4,0,Sí,7.83,1
1593,35.0,Femenino,Argentina,3,Básico,15.3,3,2,No,9.55,0
1594,62.0,Masculino,Chile,58,Estándar,12.5,2,0,No,21.07,0
1595,45.0,Masculino,España,9,Estándar,10.9,2,3,Sí,16.52,0
1596,33.0,Femenino,Perú,6,Básico,14.1,3,4,Sí,9.39,1
1597,35.0,Masculino,Perú,51,Básico,15.0,1,0,No,6.92,0
1598,19.0,Femenino,Perú,35,Básico,15.4,3,4,Sí,14.72,0
1599,43.0,Femenino,México,55,Básico,19.4,3,0,No,8.92,0
1600,21.0,,México,51,Básico,11.4,4,0,No,10.26,1
1601,31.0,Masculino,España,48,Básico,7.9,,3,No,7.02,0
1602,38.0,Masculino,Perú,42,Estándar,10.2,4,1,Sí,23.11,0
1603,27.0,Masculino,Chile,45,Básico,12.3,5,1,No,8.91,1
1604,51.0,Femenino,México,5,Estándar,14.1,3,2,No,13.43,0
1605,43.0,Femenino,Perú,47,Estándar,9.4,,2,Sí,19.72,0
1606,33.0,Femenino,México,50,Premium,11.1,2,1,No,23.14,0
1607,40.0,Femenino,Perú,57,Básico,10.4,3,1,Sí,12.79,1
1608,33.0,Femenino,Argentina,19,Básico,9.9,5,1,No,8.18,1
1609,33.0,Masculino,México,52,Estándar,15.6,3,2,No,16.46,0
1610,38.0,Femenino,España,54,Básico,7.1,4,2,No,13.13,1
1611,52.0,Femenino,Chile,55,Estándar,8.7,2,1,No,24.25,0
1612,32.0,Femenino,Argentina,10,Estándar,10.1,4,1,Sí,17.55,0
1613,34.0,Otro,Perú,21,Premium,13.9,3,4,Sí,31.01,0
1614,34.0,Otro,España,6,Estándar,14.9,3,2,No,19.85,0
1615,20.0,Femenino,España,26,Estándar,14.3,2,0,No,20.66,0
1616,54.0,Femenino,Chile,43,Estándar,11.1,3,2,No,18.09,0
1617,32.0,Masculino,Argentina,55,Básico,9.4,2,2,No,13.53,0
1618,33.0,Femenino,Argentina,52,Estándar,7.0,2,2,No,22.48,0
1619,35.0,Masculino,Chile,22,Estándar,16.3,2,1,No,13.2,0
1620,31.0,Masculino,España,36,Estándar,9.5,2,4,No,19.86,0
1621,25.0,Masculino,Chile,42,Básico,12.6,3,4,No,11.43,1
1622,18.0,Femenino,Perú,45,Básico,24.1,4,1,No,10.73,1
1623,21.0,Femenino,Perú,42,Estándar,11.4,4,2,No,25.9,0
1624,36.0,Femenino,Chile,26,Estándar,9.3,3,2,No,22.69,0
1625,31.0,Masculino,Chile,43,Estándar,6.4,1,3,No,14.67,0
1626,30.0,Femenino,Argentina,56,Estándar,6.7,3,3,No,24.49,0
1627,32.0,Masculino,México,6,Premium,7.2,2,2,No,22.45,0
1628,33.0,,Chile,4,Premium,8.0,4,1,No,25.83,0
1629,35.0,Femenino,Argentina,38,Básico,8.6,4,3,No,10.54,0
1630,24.0,Femenino,Argentina,50,Premium,5.3,3,1,No,30.95,0
1631,43.0,Femenino,Chile,51,Básico,14.5,3,2,Sí,13.79,1
1632,56.0,Masculino,España,33,Básico,7.2,3,1,No,9.55,0
1633,45.0,Femenino,México,13,Estándar,1.2,4,2,Sí,24.45,0
1634,42.0,Femenino,España,32,Premium,13.9,2,2,No,28.62,0
1635,33.0,,Argentina,44,Premium,10.1,2,1,No,24.96,0
1636,40.0,Femenino,México,37,Estándar,10.0,3,2,Sí,17.89,0
1637,55.0,Masculino,Argentina,17,Estándar,11.5,4,3,No,22.96,0
1638,39.0,Masculino,España,25,Estándar,15.3,4,2,No,20.73,0
1639,29.0,Femenino,Chile,20,Básico,9.6,2,1,No,6.2,0
1640,44.0,Masculino,Chile,54,Estándar,8.8,4,1,No,12.94,0
1641,28.0,Femenino,Perú,54,Básico,6.2,3,1,No,9.47,0
1642,31.0,Femenino,México,23,Estándar,5.2,4,0,No,23.14,0
1643,49.0,,Chile,25,Básico,13.1,1,0,No,6.94,0
1644,46.0,Masculino,México,54,Premium,10.3,1,1,Sí,32.76,0
1645,39.0,Femenino,España,12,Básico,10.5,3,2,No,6.88,1
1646,39.0,Masculino,Perú,6,Premium,4.7,5,1,No,34.26,0
1647,37.0,,Perú,49,Básico,10.9,4,3,Sí,17.85,1
1648,46.0,,Perú,55,Básico,3.1,3,3,No,13.68,0
1649,27.0,Otro,España,39,Estándar,13.9,,2,No,21.11,0
1650,30.0,Femenino,Perú,51,Básico,5.7,5,3,No,8.35,0
1651,30.0,Masculino,España,47,Básico,7.5,2,1,Sí,6.91,1
1652,36.0,Masculino,España,52,Premium,10.6,1,5,No,26.64,0
1653,45.0,Femenino,Chile,44,Básico,17.6,3,1,No,8.28,0
1654,44.0,Femenino,Perú,39,Básico,8.2,3,2,No,7.2,1
1655,37.0,Masculino,España,15,Básico,5.9,1,2,No,7.14,0
1656,24.0,Masculino,Chile,49,Básico,14.2,3,4,Sí,8.71,1
1657,51.0,Femenino,México,10,Estándar,10.1,3,0,No,16.14,0
1658,27.0,Femenino,Argentina,11,Básico,9.7,4,1,Sí,7.06,0
1659,47.0,Femenino,España,33,Premium,6.7,5,0,Sí,32.28,0
1660,48.0,Femenino,Chile,16,Estándar,8.6,4,2,No,20.26,0
1661,30.0,Otro,Perú,24,Estándar,4.6,3,4,Sí,17.65,0
1662,21.0,Masculino,México,10,Premium,18.3,3,0,No,33.99,0
1663,40.0,Masculino,Perú,42,Básico,8.7,2,3,No,9.45,0
1664,22.0,Masculino,Argentina,45,Premium,1.6,4,1,Sí,28.72,0
1665,28.0,Femenino,España,49,Estándar,11.5,3,0,Sí,17.28,0
1666,28.0,Masculino,Chile,29,Estándar,12.3,4,1,No,23.63,0
1667,21.0,Masculino,Perú,25,Premium,11.0,2,1,No,37.33,0
1668,46.0,Masculino,Chile,45,Básico,16.5,3,1,No,11.9,0
1669,41.0,Femenino,México,33,Estándar,6.1,1,3,No,20.51,0
1670,43.0,Femenino,México,26,Básico,11.1,5,1,No,5.39,0
1671,41.0,Femenino,Argentina,3,Estándar,8.8,5,2,No,19.48,0
1672,39.0,Femenino,Chile,5,Estándar,12.4,3,1,No,22.97,0
1673,39.0,Masculino,España,37,Estándar,12.8,5,1,Sí,21.11,0
1674,39.0,Masculino,México,4,Básico,8.0,2,1,No,13.29,1
1675,24.0,Femenino,Perú,50,Estándar,7.1,4,3,No,20.22,0
1676,35.0,Femenino,Perú,46,Estándar,5.6,3,3,Sí,13.81,0
1677,30.0,Otro,Argentina,17,Básico,6.7,2,0,Sí,9.81,1
1678,24.0,Femenino,Chile,1,Básico,1.9,3,2,No,11.99,1
1679,48.0,Femenino,Perú,45,Básico,4.0,1,1,No,12.62,1
1680,37.0,Masculino,Perú,18,Básico,11.6,2,1,No,11.08,1
1681,31.0,Masculino,México,13,Básico,10.4,3,2,No,9.59,0
1682,42.0,Masculino,Perú,14,Básico,9.4,5,3,No,11.8,0
1683,32.0,Femenino,Perú,18,Básico,16.0,3,2,No,14.94,1
1684,48.0,Femenino,Perú,54,Estándar,15.1,3,3,Sí,9.4,0
